City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,mushie,-3.0167,16.9,21.32,98,97,0.6,CD,1670196040
367,piacabucu,-10.4056,-36.4344,24.2,86,51,5.38,BR,1670196040
368,hualmay,-11.0964,-77.6139,20.3,77,4,3.74,PE,1670196040
369,lesosibirsk,58.2358,92.4828,-27.14,100,49,1.16,RU,1670196041
370,snasa,64.2457,12.3778,-4.33,96,100,1.91,NO,1670196041
371,cockburn town,21.4612,-71.1419,25.79,63,9,7.96,TC,1670196042
372,hovd,48.0056,91.6419,-16.96,79,100,0.57,MN,1670196042
373,grand baie,-20.0182,57.5802,25.26,71,70,3.13,MU,1670196042
374,oakdale,44.963,-92.9649,0.68,57,0,4.12,US,1670195865
375,la rioja,42.25,-2.5,-0.12,84,45,1.57,ES,1670196043
376,sao jose da coroa grande,-8.8978,-35.1478,24.75,83,45,5.23,BR,1670196043
377,pangnirtung,66.1451,-65.7125,-1.25,81,100,5.53,CA,1670196044
378,salima,-13.7804,34.4587,25.15,62,67,1.19,MW,1670196044
379,adrar,20.5022,-10.0711,23.37,20,48,1.09,MR,1670196045
380,mirnyy,62.5353,113.9611,-22.07,83,100,7.31,RU,1670196045
381,mwingi,-0.9344,38.0601,17.91,91,88,1.07,KE,1670196045
382,bandarbeyla,9.4942,50.8122,24.52,71,50,7.63,SO,1670196046
383,nacala,-14.5428,40.6728,25.2,85,13,2.95,MZ,1670196047
384,lokosovo,61.1333,74.8167,-23.4,100,91,0.75,RU,1670196047
385,san andres,12.5847,-81.7006,28.01,74,40,4.12,CO,1670196047
386,ulladulla,-35.35,150.4667,26.48,46,10,2.1,AU,1670196048
387,teguise,29.0605,-13.564,19.12,78,40,8.75,ES,1670196009
388,mnogovershinnyy,53.9353,139.9242,-26.95,87,97,3.01,RU,1670196048
389,klaksvik,62.2266,-6.589,4.51,76,77,5.42,FO,1670196049
390,sambava,-14.2667,50.1667,23.36,88,72,3.27,MG,1670196049
391,asfi,32.2994,-9.2372,19.71,64,100,9.12,MA,1670196049
392,meulaboh,4.1363,96.1285,24.56,90,100,3.73,ID,1670195986
393,atbasar,51.8,68.3333,-19.0,97,100,2.19,KZ,1670196050
394,semnan,35.5729,53.3971,4.91,70,100,1.03,IR,1670196050
395,moerai,-22.4333,-151.3333,25.54,82,84,6.32,PF,1670196051
396,tezu,27.9167,96.1667,15.68,33,0,2.13,IN,1670195898
397,egvekinot,66.3167,-179.1667,-2.57,99,100,2.68,RU,1670196051
398,alekseyevka,50.6309,38.6903,-8.2,62,10,4.42,RU,1670196052
399,khani,41.9563,42.9566,3.76,88,100,2.51,GE,1670196052
400,laurel,39.0993,-76.8483,5.01,63,0,0.0,US,1670196052
401,aligudarz,33.4006,49.6949,2.5,84,100,1.65,IR,1670196053
402,taoudenni,22.6783,-3.9836,26.07,19,40,4.04,ML,1670196053
403,lasa,46.6166,10.7002,5.49,97,90,2.04,IT,1670196054
404,tessalit,20.1986,1.0114,24.35,17,89,4.04,ML,1670196054
405,brigantine,39.4101,-74.3646,5.57,70,0,2.06,US,1670196055
406,chimoio,-19.1164,33.4833,19.03,98,10,0.87,MZ,1670196055
407,quepos,9.4236,-84.1652,25.14,84,56,1.06,CR,1670196055
408,tutoia,-2.7619,-42.2744,26.58,82,34,5.15,BR,1670195825
409,asyut,27.181,31.1837,15.73,64,10,4.84,EG,1670196056
410,nampa,43.5407,-116.5635,1.92,88,100,1.54,US,1670196056
411,nova olinda do norte,-3.8881,-59.0942,24.88,90,89,0.57,BR,1670196057
412,provideniya,64.3833,-173.3,1.06,93,100,9.0,RU,1670195955
413,naryan-mar,67.6713,53.087,-14.73,88,5,3.83,RU,1670196057
414,ostrovnoy,68.0531,39.5131,-5.26,89,97,6.47,RU,1670196012
415,thabazimbi,-24.5917,27.4116,24.56,53,70,3.43,ZA,1670196058
416,igarka,67.4667,86.5833,-4.33,94,100,7.19,RU,1670196058
417,rancho palos verdes,33.7445,-118.387,18.56,81,100,2.57,US,1670196059
418,iralaya,15.0,-83.2333,25.29,82,3,6.1,HN,1670196059
419,oistins,13.0667,-59.5333,24.17,88,20,1.54,BB,1670196059
420,fortuna,40.5982,-124.1573,11.66,91,75,3.6,US,1670196060
421,siyabuswa,-25.1132,29.0445,20.01,76,7,3.1,ZA,1670196060
422,chumikan,54.7183,135.315,-20.94,74,100,14.2,RU,1670196060
423,sao felix do xingu,-6.6447,-51.995,21.46,97,100,0.38,BR,1670195781
424,dunedin,-45.8742,170.5036,12.11,69,98,1.34,NZ,1670195776
425,riverton,40.5219,-111.9391,10.06,63,40,4.47,US,1670196061
426,malindi,-3.2175,40.1191,25.72,80,12,3.24,KE,1670196062
427,novo aripuana,-5.1206,-60.3797,25.48,81,74,0.97,BR,1670196062
428,phanom sarakham,13.7479,101.3553,23.24,83,46,3.17,TH,1670196063
429,pedernales,18.0384,-71.744,24.59,76,1,0.07,DO,1670196063
430,rundu,-17.9333,19.7667,24.56,26,23,2.68,,1670196063
431,nadym,65.5333,72.5167,-5.09,89,100,5.85,RU,1670196064
432,sadabad,27.45,78.05,14.49,46,0,1.52,IN,1670196064
433,beringovskiy,63.05,179.3167,-11.11,84,100,4.68,RU,1670196006
434,port lincoln,-34.7333,135.8667,16.57,61,100,7.33,AU,1670196065
435,malakal,9.5334,31.6605,26.8,33,28,2.65,SS,1670196065
436,kodiak,57.79,-152.4072,3.73,81,40,4.12,US,1670196065
437,santa isabel do rio negro,-0.4139,-65.0192,23.87,96,90,1.38,BR,1670196066
438,sarangani,5.4033,125.4636,27.68,76,100,3.54,PH,1670196066
439,mount isa,-20.7333,139.5,31.87,23,0,4.63,AU,1670196067
440,atambua,-9.1061,124.8925,25.31,65,93,0.68,ID,1670196067
441,lenger,42.183,69.8839,-9.31,77,100,0.51,KZ,1670196067
442,paciran,-6.8767,112.3761,26.26,84,97,2.2,ID,1670196068
443,margate,51.3813,1.3862,5.5,84,100,1.79,GB,1670196043
444,san marcos,33.1434,-117.1661,21.57,73,100,4.12,US,1670195857
445,kungurtug,50.5994,97.5228,-26.21,93,100,0.65,RU,1670196003
446,aksarka,66.5606,67.7975,-13.6,95,73,2.49,RU,1670196069
447,jauja,-11.7758,-75.4966,9.32,78,54,1.08,PE,1670196069
448,burgeo,47.6167,-57.6152,5.09,97,100,3.6,CA,1670196069
449,sibolga,1.7427,98.7792,23.71,92,100,0.96,ID,1670196070
450,nouadhibou,20.931,-17.0347,18.73,79,0,5.45,MR,1670195975
451,galbshtadt,53.2264,78.9845,-16.25,92,100,2.46,RU,1670196070
452,aberdeen,57.1437,-2.0981,5.27,90,75,2.57,GB,1670195843
453,kutum,14.2,24.6667,16.94,28,80,4.65,SD,1670196071
454,miles city,46.4083,-105.8406,1.54,51,0,5.66,US,1670195800
455,kandrian,-6.2167,149.55,26.35,86,100,1.81,PG,1670196072
456,makokou,0.5738,12.8642,21.76,95,68,1.03,GA,1670196072
457,codrington,-38.2667,141.9667,13.4,79,100,7.9,AU,1670196072
458,wanning,18.8003,110.3967,22.11,89,92,6.73,CN,1670196073
459,tokmak,47.2514,35.7058,-5.51,55,1,7.11,UA,1670196073
460,port keats,-14.25,129.55,30.92,60,38,5.02,AU,1670196074
461,kulu,39.0951,33.0799,5.4,78,93,2.62,TR,1670196074
462,moose factory,51.2585,-80.6094,-15.0,78,100,1.54,CA,1670196074
463,dali,25.7,100.1833,4.97,72,2,0.54,CN,1670195967
464,yamada,39.4667,141.95,2.27,53,98,1.1,JP,1670196075
465,lithakia,37.7167,20.8333,13.65,79,99,9.83,GR,1670195850
466,mindelo,16.8901,-24.9804,21.75,64,40,2.57,CV,1670196076
467,udachnyy,66.4167,112.4,-24.76,93,100,9.62,RU,1670196076
468,kilosa,-6.8333,36.9833,22.06,90,58,1.64,TZ,1670196076
469,tak bai,6.2595,102.0546,25.02,92,100,1.8,TH,1670196077
470,manhattan,40.7834,-73.9662,6.79,51,0,3.09,US,1670195995
471,ola,59.5833,151.2833,-25.47,84,64,3.47,RU,1670196077
472,ramnagar,29.4,79.1167,13.24,74,0,1.65,IN,1670196078
473,atagay,55.1033,99.3875,-19.65,97,28,1.28,RU,1670196078
474,oriximina,-1.7656,-55.8661,23.67,91,100,1.22,BR,1670196078
475,abu dhabi,24.4667,54.3667,24.42,71,0,1.03,AE,1670195884
476,arlit,18.7369,7.3853,25.37,17,78,3.5,NE,1670196079
477,road town,18.4167,-64.6167,26.05,78,40,3.6,VG,1670196080
478,jumla,29.2747,82.1838,3.74,30,11,2.53,NP,1670196080
479,san juan,-31.5375,-68.5364,33.21,19,0,3.26,AR,1670196081
480,chapais,49.7834,-74.8492,-11.12,95,100,4.04,CA,1670196081
481,rio gallegos,-51.6226,-69.2181,16.03,25,20,14.92,AR,1670196081
482,ati,13.2154,18.3353,23.13,14,68,5.06,TD,1670196082
483,kysyl-syr,63.8986,122.7617,-19.51,99,100,1.69,RU,1670196082
484,rustenburg,-25.6676,27.2421,20.58,69,62,1.99,ZA,1670196082
485,corinth,37.9407,22.9573,13.83,78,82,1.82,GR,1670196083
486,ejura,7.3856,-1.3562,26.16,64,83,2.46,GH,1670196083
487,salamanca,40.8333,-6.0,3.33,91,30,3.28,ES,1670195888
488,trairi,-3.2778,-39.2689,26.24,75,45,6.11,BR,1670195805
489,grindavik,63.8424,-22.4338,4.26,93,100,3.09,IS,1670196084
490,petrykivka,48.7298,34.6351,-6.34,48,5,5.73,UA,1670196084
491,sur,22.5667,59.5289,23.14,57,0,2.72,OM,1670196085
492,santa isabel,-23.3156,-46.2214,22.61,94,100,1.28,BR,1670196001
493,kearney,40.6995,-99.0815,7.92,30,0,3.6,US,1670196085
494,mpanda,-6.3655,31.0409,18.8,94,100,0.33,TZ,1670196086
495,akureyri,65.6835,-18.0878,-3.04,86,75,0.0,IS,1670196082
496,pedreiras,-4.5688,-44.6003,24.91,82,91,1.5,BR,1670196086
497,sorong,-0.8833,131.25,26.5,83,100,2.56,ID,1670196087
498,batsfjord,70.6345,29.7185,-5.12,86,100,7.2,NO,1670196087
499,plouzane,48.3833,-4.6167,4.03,87,100,3.6,FR,1670196087
500,vadso,70.0744,29.7487,-3.91,86,75,8.23,NO,1670196088
501,gazli,40.1333,63.45,-5.06,54,89,3.52,UZ,1670196088
502,roma,43.2128,-75.4557,0.05,78,0,1.54,US,1670195958
503,gamba,-2.65,10.0,24.94,90,100,2.32,GA,1670196089
504,yar-sale,66.8333,70.8333,-8.69,88,57,5.34,RU,1670196018
505,sangueya,10.7,-14.3667,24.26,86,93,0.31,GN,1670196089
506,seymchan,62.8833,152.4333,-44.14,99,87,0.47,RU,1670196090
507,tashtyp,52.7939,89.8983,-26.31,99,29,0.9,RU,1670196090
508,damaturu,11.747,11.9608,22.48,25,0,3.99,NG,1670196090
509,kamaishi,39.2667,141.8833,2.4,53,100,2.75,JP,1670196091
510,senanga,-16.1167,23.2667,23.03,38,16,1.6,ZM,1670196091
511,fairbanks,64.8378,-147.7164,-8.28,86,0,0.0,US,1670195659
512,dera bugti,29.0307,69.151,14.95,29,1,2.33,PK,1670196092
513,dogondoutchi,13.6393,4.0287,27.99,20,6,4.59,NE,1670196092
514,nizwa,22.9333,57.5333,17.87,63,0,0.97,OM,1670196093
515,payo,-3.7508,103.6372,22.06,98,100,0.72,ID,1670196093
516,nizhneangarsk,55.7833,109.55,-21.84,84,55,1.76,RU,1670196093
517,chiredzi,-21.05,31.6667,24.71,61,1,2.34,ZW,1670196094
518,owensboro,37.7742,-87.1133,2.03,69,0,0.0,US,1670195877
519,mangan,27.5167,88.5333,13.92,49,1,2.44,IN,1670196094
520,ginir,7.1333,40.7,13.9,45,46,2.2,ET,1670196095
521,harper,4.375,-7.7169,25.98,84,70,3.03,LR,1670196095
522,macherla,16.4833,79.4333,21.48,82,53,0.24,IN,1670196095
523,buraydah,26.326,43.975,17.25,47,87,4.89,SA,1670196096
524,kupang,-10.1667,123.5833,27.32,83,20,0.51,ID,1670196096
525,conceicao do araguaia,-8.2578,-49.2647,22.9,92,98,0.31,BR,1670195931
526,suntar,62.1444,117.6319,-18.06,82,100,6.92,RU,1670196097
527,raudeberg,61.9875,5.1352,2.2,69,100,3.63,NO,1670196097
528,lufilufi,-13.8745,-171.5986,25.88,75,76,4.46,WS,1670196098
529,marzuq,14.4,46.4667,14.98,39,3,0.99,YE,1670196098
530,mongomo,1.6274,11.3135,20.04,96,23,0.9,GQ,1670196099
531,adeje,28.1227,-16.726,21.42,76,40,7.72,ES,1670196099
532,tautira,-17.7333,-149.15,26.21,80,41,6.77,PF,1670196099
533,vysokogornyy,50.1167,139.15,-24.82,93,95,3.58,RU,1670196100
534,viedma,-40.8135,-62.9967,20.05,32,42,7.8,AR,1670196030
535,ipixuna,-1.7625,-48.8043,24.04,86,98,1.19,BR,1670196100
536,abu samrah,35.3029,37.1841,12.0,70,0,1.06,SY,1670196101
537,vodnany,49.1479,14.1751,3.75,94,100,3.03,CZ,1670196101
538,tankhoy,51.5528,105.1306,-12.33,79,45,2.39,RU,1670196101
539,camacupa,-12.0167,17.4833,15.97,98,95,1.79,AO,1670196102
540,baillif,16.0202,-61.7463,23.72,73,6,3.78,GP,1670196102
541,sagae,38.3725,140.2725,0.99,100,75,1.03,JP,1670196102
542,pyaozerskiy,65.8333,31.1667,-7.99,97,99,1.22,RU,1670196103
543,dombarovskiy,50.7587,59.5386,-14.52,96,100,2.46,RU,1670196103
544,vuktyl,63.8567,57.3094,-18.4,99,100,0.96,RU,1670196104
545,champerico,14.3,-91.9167,30.3,75,0,2.42,GT,1670196012
546,nurota,40.5614,65.6886,-5.9,57,100,2.7,UZ,1670196104
547,puerto madryn,-42.7692,-65.0385,22.39,32,8,8.11,AR,1670196058
548,niteroi,-22.8833,-43.1036,27.94,66,75,5.14,BR,1670196105
549,mazamari,-11.3258,-74.5308,23.99,80,66,0.77,PE,1670196105
550,zyryanovsk,49.7386,84.2719,-13.83,97,100,0.51,KZ,1670196106
551,nizhniy tsasuchey,50.5167,115.1333,-20.59,92,10,3.33,RU,1670196106
552,greifswald,54.1,13.3833,2.44,91,100,4.84,DE,1670196106
553,sinnamary,5.3833,-52.95,24.61,89,98,1.9,GF,1670196107
554,botwood,49.1499,-55.3482,3.83,88,100,7.63,CA,1670196107
555,zabaykalsk,49.6333,117.3167,-20.31,91,8,6.92,RU,1670196107
556,jaisinghnagar,23.7,81.3833,12.38,59,28,0.69,IN,1670195958
557,los llanos de aridane,28.6585,-17.9182,18.86,95,75,9.26,ES,1670196108
558,flinders,-34.5833,150.8552,27.25,68,4,3.36,AU,1670196109
559,san pedro,14.35,121.0167,26.57,87,75,1.54,PH,1670196109
560,aswan,24.0934,32.907,15.61,51,0,2.06,EG,1670196109
561,padang,-0.9492,100.3543,24.12,87,100,1.77,ID,1670196110
